company,job,job_desc,location,url,job_type
Zycus,Director - Machine learning,"Job Summary
About Zycus-
Headquartered in Princeton, U.S. in 1998, Zycus has grown every day to be established as an organization which now is a leading global provider of complete Source-to-Pay suite of procurement performance solutions.
We develop cloud-based (SaaS) Source-to-Pay solutions for large global enterprises, and have successfully deployed about 200 solutions to over 1000 Global clients. We are proud to have as our clients, some of the best-of- breed companies across verticals like Manufacturing, Automotives, Banking and Finance, Oil and Gas, Food Processing, Electronics, Telecommunications, Chemicals, Health and Pharma, Education and more.
With a team of 1000+employees, we are present in India with 3 development centers at Bengaluru, Mumbai & Pune and offices in the U.S., U.K., Australia, Dubai, Netherlands and Singapore.
Know more about the LEADER of: Gartner’s 2013, 2015 & 2017 Magic Quadrant for Strategic Sourcing Application Suites and The Forrester Wave™: eProcurement, Q2 2017
We are in process of launching Merlin A.I. Studio™.*
The artificial intelligence (AI)-based platform will allow procurement teams to to build and deploy bots across the source-to-pay process.
The bots will be used by firms leveraging more than 1,100 APIs from Zycus’ solution suite.
“By deploying the intelligent bots from Merlin A.I. Studio™, procurement can put themselves in cruise control mode as the bots work towards accomplishing tasks with zero human intervention,” The Fortune 500-serving firm explained in its press release
“Be it running an RFI event, discovering contract risks, negotiating with suppliers or transnational procurement; all one needs to do is launch the bot and see the magic unfold.”
“It will empower procurement to transform their routine, repetitive & mundane procurement tasks, so that time, effort & resources can be optimized towards more strategic initiatives.”
So what competency are we looking out from Market??*
We are looking for the one who is creating, implementing AI solution by himself/herself and not just executed based on existing solutions – for example we need those high quality professionals who create IBM WATSON kind of analytical AI product not those who has developed and implement some bots/AI application using IBM WATSON.*
Requirement :
We are especially looking for applicants with a strong background in Analytics and Data mining (Web, Social and Big data), Machine Learning and Pattern Recognition, Natural Language Processing and Computational Linguistics, Statistical Modelling and Inferencing, Information Retrieval, Large Scale Distributed Systems and Cloud Computing, Econometrics and Quantitative Marketing, Applied Game Theory and Mechanism Design, Operations Research and Optimization, Human Computer Interaction and Information Visualization. Applicants with a background in other quantitative areas are also encouraged to apply. If you are passionate about research and developing innovative technologies of interest to Zycus and the research community at large, the BigData Experience Lab may be the right place for you.
All successful candidates are expected to dive deep into problem areas of Zycus’s interest and invent technology solutions to not only advance the current products, but also to generate new product options that can strategically advantage Zycus
Skills: *
Experience in predictive modelling and analysis, predictive software development
Strong Problem-solving ability
Good skills with Java or C++, Perl/Python (or similar scripting language)
Experience in using R, Matlab, or any other statistical software
Experience in mentoring junior team members, and guiding them on machine learning and data modelling applications
Strong communication and data presentation skills
Classification (logistic regression, svm, decision tree, random forest, neural network)
Regression (linear regression, decision tree, random forest, neural network)
Classical optimisation (gradient descent, newton rapshon, etc)
Graph theory (network analytics)
Heuristic optimisation (genetic algorithm, swarm theory)
Deep leaning (lstm, convolutional nn, recurrent nn)
**
*
Responsibilities and Duties
Director – Machine Learning will report in to Vice President Engineering & the roles & responsibilities are as below: *
Act as a technical thought leader in collaboration with the analytics leadership team, helping to set the strategy and standards for Machine Learning and advanced analytics
Work with senior leaders from all functions to explore opportunities for using advance analytics
Provide technical leadership, coaching, and mentoring to talented data scientists and analytics professionals
Guide data scientists in the use of advanced statistical, machine learning, and artificial intelligence methodologies
Guide the work of other Machine learning team members to provide support and assistance, while also ensuring quality.
Qualifications and Skills
Must Have: *
Total experience: 14+ years
The ideal candidate must have proven expertise in Artificial Intelligence* (including deep learning algorithms), Machine Learning and/or NLP*
The candidate must also have expertise in programming traditional machine learning algorithms, algorithm design & usage
Experience in AI & machine learning*
Programming expertise on Python or R
Preferred experience with large data sets & distributed computing in Hadoop ecosystem
Strong problem-solving skills
Fluency with databases
Overall candidate should be tech savvy with awareness to new technology development
Benefits
Along with a competitive compensation structure, Zycus believes in an open culture learning environment, where everyone gets a chance to share their ideas and deliver par excellence. Here's a sneak peek to our life at Zycus.*
Job Type: Full-time
Salary: ₹4,000,000.00 to ₹5,500,000.00 /year",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DvTGQEdouFXfW1YQW6wcqcjw0yLtg6_84KUJskAj4WIu8xv8KNKoMKZcIAHIimS1fb_ylELZFeBVSMYorpascJLp2ob0jY6AevYDQCE3fcllGv-k1F56F56BecM4OaY26xTemFW4utwZ8tAX5Ysj_3RnoYutNq4CU0dMKziaaTi3yLnqVGrSn3YLmF-34EPO8MXo2YbYpwoiLEkxzculrCnik38qHH40rEWGdctjUPi39ojVjeb33epzEX7nfRx1fkvx3Kolm0ucPUyh2DO2WXW54IRARjlkp_2YxzdoliceTXOhVeCdMzdz4yLKhnOlpg3XEpTbOhuAo4H8-08bWlKCVGUT5MLn-4SiWbDnXxMxF9lHSxzBrGnsPzTuuUxbjvInXG3wHqRdri3d66vQ-0_HQ4EtZtQv6dx8zcnoMOVKkHbvJ-Q4jVtlhtd56CBEbFt2Sd-QIR9VkOAOpF9DpU0apzPJ2ITHc0jyuKaoOcLn5Re3M5n8tW3YttKwwf47mKnfA-bhiMQ_FbFyL48QdXNFqLY13V3VVFMZ1cSR-YAD9lu6kQkZ-Y23F-a04lcvvTcg-o1Y2_Mdbs5aIus3sBLSp3xA4Kj2U=&p=0&fvj=0&vjs=3&tk=1degufr7214t1004&jsa=9682&oc=1&sal=0,Data Scientist
Education Institute,Data Analyst,"Freshers will be put through a 3 months training
Graduate with analytical mind required
After successful training, placements will happen
Job Type: Fresher
Salary: ₹20,000.00 to ₹25,000.00 /month
Experience:
work: 1 year (Preferred)
Education:
Bachelor's (Preferred)",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
Amazon,Big Data Specialist Solutions Architect,"SkillSet: computing, hive, c, php, networking. Design Customer Solutions Collaborate with AISPL field business development, training and support teams to help partners and customers learn and use Amazon Web Services services such as Elastic Map Reduce (EMR), Redshift, Kinesis, Amazon Machine Learning, Amazon Web Services Lambda, Data Pipeline, S3, DynamoDB, and the Relational Database Service (RDS) Devise Strategy Engage with Solution Architects, Account Managers Professional Services and Partners to define an Analytics Engagement strategy for Amazon Web Services operational territories and key accounts. Thought Leadership Provide global thought leadership on Analytics solutions that benefit customers through the use of Amazon Web Services Services. This takes the form of contribution to external publications such as the Amazon Web Services Big Data Blog, Whitepapers and Reference architectures, as well as internal training of Solution Architects, Professional Services Consultants, Technical Account Managers, and Amazon Web Services Trainers Serve as a key member of the business development and account management team in helping to ensure customer success in building and migrating applications, software and services on the Amazon Web Services platform.

Assist solution providers with the definition and implementation of technical and business strategies. Capture and share best-practice knowledge amongst the worldwide Amazon Web Services solution architect community. Understand Amazon Web Services market segments, and industry verticals. Understand and leverage the use of internal business support systems , The candidate will possess both technical and customer-facing skills that will allow them to be the technical support face of Amazon within a solution providers ecosystem/environment as well as directly to end customers.

The ideal candidate will also have a demonstrated ability to think strategically about business, product, and technical challenges. The right person will be highly technical and analytical, possess significant experience of software development and/or IT and networking implementation/consulting experience. Strong verbal and written communications skills are a must, as well as the ability to work effectively across internal and external organisations and virtual teams. Experience working within the software development or Internet industries is highly desired.

Understanding of application, server, and network security is highly desired. Executive speaking and presentation skills Formal presentations, white boarding, large and small group presentations. Technical Web services development/deployment experience, IT systems and network engineering experience, security and compliance experience, etc. Operational Website/web services as well as traditional IT networking, operations, management, and security experience.

Ability to think strategically about business, product, and technical challenges in an enterprise environment. Understanding of Agile methodologies, and the ability to apply these practices to Analytics projects. Highly technical and analytical, possessing 10 or more years of analytics platform implementation or operations experience. Deep understanding of database and analytics technologies in the industry including MPP, Relational, and NOSQL databases.

Knowledge of the underlying infrastructure requirements such as Networking, Storage, and Hardware Optimisation. Implementation and tuning experience in the Apache Hadoop Ecosystem, including tools such as Hadoop Streaming, Spark, Pig and Hive. Implementation and tuning experience of Data Warehousing platforms, including knowledge of Data Warehouse Schema Design, Query Tuning and Optimisation, and Data Migration and Integration. Experience of requirements for the analytics presentation layer including Dashboards, Reporting, and OLAP.

Hands on experience leading large-scale global data warehousing and analytics projects. Demonstrated industry leadership in the fields of Database and/or Data Warehousing, Data Sciences and Big Data processing. Experience with Statistics and Machine Learning. Hands on experience as a database, data warehouse or big data developer.

Track record of implementing AWS services in a variety of business environments such as large enterprises and start-ups. Experience working within the software development or Internet industries is highly desired. Understanding of application, server, and network security is desired. Technical degrees in computer science, software engineering, or math highly desired; working knowledge of modern software development practices and technologies such as agile methodologies and DevOps is desired.

AWS Certification, eg. AWS Solutions Architecture",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
Amazon,ML Specialist SA,"SkillSet: architecture, science, shipping, web, analytics. As a Machine Learning Specialist Solutions Architect (SA), you will be the Subject Matter Expert (SME) for designing machine learning solutions that leverage AWS services to automate solutions and drive down costs for customers. Part of the Data and Analytics Specialist Solutions Architecture team, you will work closely with the other Specialist SAs on Big Data, Databases and Analytics, as well as the Business Development teams, to enable large-scale customer use cases and drive the adoption of AWS for ML/AI platforms. You will interact with other SAs in the field, providing guidance on their customer engagements, and you will develop white papers, blogs, reference implementations, and presentations to enable customers and 3rd parties to fully leverage ML/AI on AWS.

You will also create field enablement materials for the broader SA population, to help them understand how to integrate AWS ML solutions into customer architectures. You must have deep technical experience working with technologies related to artificial intelligence, machine learning and/or deep learning. A strong mathematics and statistics background is preferred, in addition to experience building complex classification models. You will be familiar with the ecosystem of software vendors in the AI/ML space, and will leverage this knowledge to help AWS customers in their selection process.

Candidates must have great communication skills and be very technical, with the ability to impress AWS customers at any level, from executive to developer. Previous experience with AWS is desired but not required, provided you have experience building large scale solutions. You will get the opportunity to work directly with senior engineers at customers, partners and AWS service teams, influencing their roadmaps and driving innovation. If you are someone who enjoys innovating, likes solving hard problems and working on the cutting edge of technology, we would love to have you on the team.

, Build and maintain technical trusted advisor relationships with influential technical decision makers for the successful adoption and deployment of AWS services and technologies Architect solutions leveraging AWS machine learning and AI specific services, working with our customers to deeply understand their business needs and to design a technical solution that takes best advantage of the AWS Cloud platform and Machine Learning Services. Thought Leadership Craft develop compelling audience-specific messages and tools (product videos, customer success stories, demos, whitepapers, presentations, how to guides etc.) Present AWS services and technologies through forums such as AWS Blogs, Whitepapers, Reference architectures and Public-Speaking events such as AWS Summit and User-Group events. Capture and share best practices and insights internally and with partners and customers. Develop and support an AWS internal community of AI related Subject Matter Experts Collaborate with AWS business development, professional services, training and support teams to help partners and customers learn and effectively use AWS services.

Serve as a key member of the business development and account management team helping to ensure customer success on the AWS platform. Act as a technical liaison between customers, service engineering teams and support. Provide updates on customer progress and ensure plan execution by partners. Basic qualifications Deep experience in design/implementation/consulting experience of Machine Learning/AI/Deep Learning solutions Strong understanding and experience in the field of AI and related technologies, including deep learning and overall machine learning concepts.

Deep experience developing AI models in real-world environments. Strong understanding of machine learning algorithms such as clustering and classification algorithms and especially neural networks (CNN, RNN etc.). Having worked with both structured and unstructured data in the past to gain effective insights. Significant experience creating, testing and deploying ML models.

Significant experience developing AI solutions and passion for getting hands dirty with code e.g. familiar using DL Platforms/Tools like MXNet, Caffe, Caffe2, Theano, TensorFlow Solid grounding in statistics, probability theory, data modeling, machine learning algorithms and software development techniques and languages used to implement analytics solutions 5+ years professional experience in software development in languages related to ML like Python or R. Experience working with RESTful API and general service oriented architectures. Experience using and adapting to new technologies Deep experience with data modeling and analytics solution stacks Strong technical architecture, design, deployment and operational level knowledge of AI platforms, standards, protocols and devices Strong verbal and written communications skills are a must, as well as the ability to work effectively across internal and external organizations and virtual teams.

Ability to influence and build mindshare convincingly with any audience, including the ability to create compelling demonstration of AI solutions. Confident and experienced in public speaking to large audiences. 5 or more years in consultative technical sales or professional services with a proven track record of success. Ability to gain credibility and build relationships with all levels in an organization, from technical experts to senior executives.

3+ years hands-on experience working with AWS or other cloud/virtualization platforms 3+ years working with enterprise customers Experience communicating effectively across internal and external organizations, for complex mission-critical solutions Experience with predictive analytics, semi- and unstructured data Experience deploying production-grade machine learning solutions on public cloud platforms Advanced degree in computer science, engineering or mathematics Hands-on experience with data manipulation, data analytics and data visualization tools (e.g. Hadoop, Spark, Presto, Hive, Kibana, R, RStudio) PhD or Advanced Degree in data science or machine learning space Continuous interest in the academic development around neural networks and machine learning general. A perfect candidate would be an active influencer and contributor in this space. Experience with AWS services related to AI/ML highly desirable, particularly Amazon EMR, AWS Lambda, Amazon Machine Learning, Amazon Athena, Amazon Redshift, AWS IoT, Amazon DynamoDB etc.",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
Blackcoffer,Data Scientist- Quant,"Job Summary
Requirements:
Experience in Statistical programming tools like R, Python Required & Spark preferred
Experience in Data mining like SQL Required.
Experience in data modeling, quantitative analysis, monte carlo simulations, predictive models, statistical models, derivatives, and financial models.
Experience in Regular use of data with high-volume (1TB+) & high-dimensionality (50+ variables per schema) required.
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner.
Experience in Visualization tools like D3, Googlevis, chart.js, R, Tableau Required.
Ability to formulate and plan analytic solutions, logically develop project milestones, and autonomously manage work to deliver against milestone commitments.
Ability to understand and implement solutions using full-stack, Back-end and front-end programming languages and deliver at the production level.
Work independently and in a team environment in order to achieve personal and team goals and complete assignments within established time frames.
Responsibilities and Duties
Job Responsibilities:
Discover and derive insights from large data sets of structured and semi-structured data.
Collaborate with Business teams and executive teams to develop novel, practical, and operationalized analytics that drive explicit business value at the customer level.
Combine strengths in data management, analysis, applied statistics, and visualization capabilities.
Develop data analysis solutions based on descriptive analyses and predictive models.
Collaborate with marketing, service, development, and engineering teams to ensure that requirements for integration, security, data quality, and cross-functional usage are addressed.
Qualifications and Skills
Minimum Qualification: B.Tech or equivalent bachelor degree.
Benefits
Salary:
CTC: from 12 Lac to 24 Lac per annum.
Job Type: Full-time
Salary: ₹1,200,000.00 to ₹2,400,000.00 /year
Experience:
relevant work: 5 years (Required)
Education:
Bachelor's (Required)
Language:
English (Required)",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
tracarta,Data Analyst,"We are looking to hire 1 or 2 employees for the position of Data Analyst. The job description is as under:
1. Understand business priorities and work out data driven solutions for clients
2. Data entry using various parameters and analytical skills. The primary task is to enter data from PDF to Excel.
3. Hands-on execution on a variety of projects using conventional analytical and visual techniques.
4. Collaborate with colleagues to leverage best practices
5. Ability to handle complex data and generate meaningful business insights using Excel Templates.
6. Develop business context and knowledge.
7. Proactively seek out best practices and adopt the same in day to day functioning.
8. Strong Business acumen and ability to correlate analytics.
Job Location: Gurgaon
Offered Package: INR 175,000 - 300,000, depending on skills.
Other Facilities
1. Metro Pass
2. Excellent Environment
3. Ample opportunities for Growth
Salary: INR 1,75,000 - 3,00,000 P.A.
Industry: Accounting, Finance
Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations
Role Category: Voice
Role: Associate/Senior Associate -(NonTechnical)
Employment Type: Permanent Job, Full Time
Education-
UG: Any Graduate - Any Specialization
Job Type: Full-time",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
SiCureMi Healthcare Technologies,Data Science Interns,"We are looking for competent Data Science Interns, who have desire to work on the live data science projects. It will be an unpaid full time 2 months internship, Interns will get an opportunity to interact with project execution team to understand client expectations with delivery challenges.
Apply through our website and we will contact you shortly.",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
thirty six labs,Data Visualizations and Analytics,"Data Visualizations and Analytics job description Thirty Six Labs 1. Technical expertise regarding data models, database design development, data mining and segmentation techniques
2. Knowledge of statistics and experience using statistical packages for analysing large datasets (Excel, SPSS, SAS , R etc)
3. Strong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy
4. Adept at queries, report writing and presenting findings
Responsibility We are looking for a passionate Data Analyst to turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle activities to include requirements analysis and design, developing analysis and reporting capabilities, and continuously monitoring performance and quality control plans to identify improvements.
1. Interpret data, analyze results using statistical techniques and provide ongoing reports
2. Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality
3. Acquire data from primary or secondary data sources and maintain databases/data systems
4. Identify, analyze, and interpret trends or patterns in complex data sets
5. Filter and clean data, and review computer reports, printouts, and performance indicators to locate and correct code problems
6. Work closely with management to prioritize business and information needs
7. Locate and define new process improvement opportunities
8. Identifying the types of information sourced from the user like Opinions, Feedbacks, preferences, choices, etc
9. Facilitating interaction within that data to draw out unique, informative & comparable inferences
10. Demodulating the data interaction into a visually conceivable graph from average consumption
Spanning across multiple industry types our core values remain to be honesty, hard work and trust. Moving towards a common goal, we today have a small core team of engineers, designers and researchers, working on multiple projects.
Salary: Not Disclosed by Recruiter
Industry: IT-Software, Software Services
Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations
Role Category: Voice
Role: Associate/Senior Associate -(NonTechnical)
Employment Type: Permanent Job, Full Time
Education-
UG: Any Graduate
PG: Post Graduation Not Required
Job Type: Full-time",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
Bobble App,Sr. Data Scientist,"2+ years experience
We are looking for an experienced Data Scientist with prior knowledge of Machine Learning, NLP, Neural Network(s) and Algorithm design.
The candidate must hold a degree in Computer Science / Mathematics from IITs or NITs
At least 2 years experience in the domain of Data Science.
Hands on experience with Algorithm Design, Neural Network(s) and NLP
Able to code fluently in C++ and Python
Healthy warning: We are biased towards candidates with knowledge of Android development! :)
Send your resume to careers@bobbleapp.me",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
GoPaisa,Data Scientist,"The person will be responsible for working on ideas/business problems to develop conceptual prototypes by designing and executing processes related to predictive / analytical modeling, data mining, and research on large scale, complex data sets, using statistical, machine learning, graph modeling, text mining and other modern techniques.


Key Responsibilities:
Has to work on Solr environment setup, managing collections, Solr Cloud and Zookeeper operations
Implementing SOLR builds of indexes, shards, and refined searches across structured and semi-structured data sets
Has to work in a team development setting, using source code control (GIT)
Develop and/or design large web systems
Experience in performance tuning databases
Handle of large scale of mysql query and complex query
Design, Modify and Configure search indexes on SOLR under Linux/Windows environment
Knowledge of agile practices
Optimizing both Indexes and SOLR-Integrated webshop.
Analyze about the SOLR debug query functions.
Fine tuning the Search Relevancy according to the business requirements.
Custom configuring Synonyms, Stopwords and Request Handlers.


Key Skills Required:
Experience in debugging
Expert level Object Oriented Design and MVC implementation
Experience in technologies Redis, Memcached, Solr, ElasticSearch, CouchBase, OpenSemanticSearch
Exposure in delivery of an automated search and indexing process with experience in Indexing data from structured and unstructured data stores, databases, and repositories
Load balancing, integrating multi core searches.


Additional skills requirements:
Creative mindset towards problem solving
Willingness and ability to learn new technologies Strong team player
Excellent presentation skills present ideas and solutions to customers
Excellent written and verbal communication skills.",Delhi,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CM04cKPmBphdnxBd4nxQZLm4ck1r6qmjB9K1NWCG2XDAt9ZxJdhGADVzFHxOptcvMTcywIOUwB-YS952ykiaWG_3H2UlmrVJPpkgqrDg7l1lefE7hD3W0DtPChXXce5bs16ibpAcLSDPWybrlFwrPEcKo0B8F3e43oq-gYPOXHS_uIsLr_RtkJc7YkzU-SXFh_X-wlSQSUwyuDX7ouQN3deKPOxSoAoqaVoWNtl9ObgPVjw6HwK8sPbJlNvd9UU-Xi-icrxwEPedF_nyoamJJdxqlDyLMnP41WsbXsI9mD36OztO7LH7CSZc5SsFiRc-AvJZghKKozQvnrDsWTOGvvgu29Jig0pFfvjyJ763ro2bVjP3gUt7Ahta7_asW8PCofQWwGGxqAI2bDa3p5yDU4QMI0B_auNF0=&p=0&fvj=1&vjs=3&tk=1deguiplr14t1003&jsa=6411&oc=1&sal=1,Data Scientist
