school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1
0,0,1,1,0,1,2,3,3,4,2,1,0,1,0,1,0,0,0,1,1,1,0,1,2,0,0,0,2,2,13
0,1,3,1,0,1,2,2,2,2,1,1,1,1,0,0,1,1,0,1,1,1,0,2,2,2,4,4,3,0,9
0,0,1,1,0,1,4,4,4,3,1,1,0,2,0,0,1,0,1,0,1,1,0,4,2,1,0,0,4,0,10
0,0,3,0,0,1,3,1,2,2,3,1,0,1,1,0,0,0,1,1,1,1,1,4,2,2,0,0,3,16,6
0,0,2,1,0,1,3,2,2,2,0,1,0,1,0,0,0,0,1,0,1,1,0,4,2,3,0,2,2,10,13
0,1,2,1,1,1,2,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,4,2,2,0,2,2,2,9
0,1,3,1,1,1,2,1,0,2,0,1,3,1,0,1,1,1,1,1,1,1,1,3,2,1,3,4,2,14,7
0,0,2,1,0,0,2,1,2,2,0,1,1,2,0,0,0,0,1,1,1,1,1,2,1,2,0,1,2,10,9
0,0,2,1,1,1,4,3,1,2,3,0,0,1,0,0,0,0,1,1,1,1,1,2,1,2,0,1,2,14,10
0,1,2,0,0,1,2,2,2,2,0,0,1,1,0,0,1,1,1,1,1,1,0,3,4,1,0,0,0,4,8
0,1,2,1,0,1,4,4,4,4,3,1,0,1,0,1,1,0,1,1,1,1,1,3,4,4,0,2,1,14,8
0,1,1,1,0,1,4,4,1,2,3,0,0,1,0,0,1,1,1,1,1,1,0,3,1,3,1,3,0,2,11
0,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,0,1,1,1,0,2,3,1,0,0,4,18,6
0,1,1,1,0,1,3,2,0,2,3,1,1,2,0,0,0,0,1,1,1,1,1,4,2,2,0,2,1,10,8
0,1,2,1,1,1,2,2,2,2,1,0,0,1,0,0,0,1,1,0,1,1,1,3,3,1,4,4,3,4,11
0,0,1,1,0,1,2,1,2,2,1,1,0,0,0,0,0,0,0,1,1,1,1,3,4,1,0,0,4,20,10
0,0,2,0,0,1,2,1,0,3,0,1,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,2,10
0,1,3,1,0,1,2,2,2,3,3,0,0,1,1,0,0,0,0,1,0,1,0,4,4,3,2,4,1,0,4
0,1,2,1,1,1,4,3,1,2,0,1,1,1,0,0,0,0,1,1,1,1,1,1,4,4,0,3,4,14,9
0,1,2,0,1,0,4,4,4,2,0,1,1,1,0,0,1,1,0,1,1,1,0,2,2,2,1,2,3,2,7
0,1,1,1,1,1,4,3,4,2,0,1,0,0,0,0,0,0,1,0,1,1,0,4,3,4,0,0,2,0,3
0,1,1,1,0,1,4,4,3,3,0,1,0,0,0,0,0,0,1,1,1,1,0,4,2,1,0,1,4,0,10
0,0,3,1,0,1,2,1,2,2,0,2,1,2,0,0,1,1,0,0,1,1,1,3,3,3,0,0,2,0,4
0,1,1,1,0,1,2,1,2,2,0,1,2,0,0,0,0,0,0,1,1,1,0,3,2,2,0,0,3,6,15
0,1,2,1,0,1,2,3,2,2,0,0,1,0,0,0,0,0,0,1,1,1,0,4,1,1,0,0,1,4,9
0,1,7,1,0,1,3,1,3,3,2,1,0,0,3,0,0,0,0,0,0,1,1,4,3,4,4,4,0,16,3
0,1,3,0,1,1,3,3,2,3,0,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,0,2,4,8,0
0,1,1,1,0,1,0,2,2,2,2,1,0,0,0,0,0,1,0,0,1,1,0,3,2,1,1,3,4,0,10
0,1,3,1,0,1,3,2,3,2,0,1,1,0,1,0,0,0,0,1,0,1,0,3,3,4,1,3,4,0,3
0,1,1,1,0,1,3,3,0,2,3,2,2,1,0,1,1,0,0,0,1,1,0,4,2,2,0,2,1,6,4
0,1,3,1,0,1,2,1,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0,2,1,4,1,4,4,4,3
0,1,1,0,0,1,2,1,2,2,0,1,1,0,0,0,0,0,1,0,1,0,0,2,2,1,0,2,2,0,5
0,1,2,0,0,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,1,1,3,4,0,5
0,1,2,1,1,1,1,1,1,2,0,1,1,0,1,0,1,0,1,1,1,1,0,3,3,3,0,1,4,2,4
0,0,2,1,1,1,4,2,4,3,3,1,0,3,0,0,1,1,1,1,1,1,0,3,1,2,0,0,3,6,11
0,1,4,1,1,0,4,3,3,0,3,1,0,1,0,0,1,0,0,1,1,1,0,3,2,0,0,0,0,12,8
0,1,3,1,0,1,2,1,2,2,1,1,0,1,0,0,0,0,1,1,1,1,0,4,1,3,0,1,3,8,12
0,0,2,1,1,1,2,2,3,3,0,0,0,3,0,0,0,1,1,1,1,1,1,2,3,0,0,0,1,0,7
0,0,3,1,0,1,4,3,3,2,1,0,0,1,0,0,1,1,0,1,1,1,1,2,0,1,0,2,1,21,14
0,1,3,1,0,1,4,3,4,2,0,1,0,1,0,0,1,1,0,0,1,1,0,3,2,1,0,0,2,2,5
0,1,3,0,0,1,3,2,2,2,0,1,0,2,0,0,0,0,1,0,1,0,0,4,2,1,0,0,2,1,10
0,0,2,1,0,1,3,3,2,2,1,1,0,2,0,0,0,0,1,0,1,0,0,2,1,2,0,0,3,4,7
0,0,3,1,0,1,2,2,0,3,1,1,0,2,0,0,1,1,1,1,1,1,1,3,2,2,0,0,2,0,6
0,1,3,0,1,0,3,4,2,2,3,1,1,1,0,0,1,1,1,1,1,1,0,3,1,4,2,3,0,13,14
0,1,2,1,0,1,3,1,3,2,2,1,0,1,0,0,0,1,1,1,1,1,1,4,3,3,2,3,4,2,6
0,0,3,0,0,1,4,4,4,2,3,1,1,1,0,0,0,1,1,1,1,1,0,3,2,3,1,1,3,8,9
0,1,3,1,0,1,4,2,1,2,3,0,0,1,0,0,1,1,1,1,1,1,1,4,3,4,0,2,4,10,7
0,0,3,0,0,1,2,1,2,2,3,1,1,1,0,0,1,0,0,1,0,1,1,3,2,4,0,1,2,0,3
0,0,4,1,0,1,3,3,2,3,1,2,0,1,2,0,1,1,1,1,1,1,0,3,2,4,2,2,4,15,6
0,0,3,1,0,1,2,3,2,3,3,0,0,3,0,0,1,1,1,1,1,1,1,3,4,4,0,2,1,4,12
0,0,3,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,0,0,1,0,0,3,3,2,0,0,2,2,8
0,1,2,0,0,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,2,4,1,1,1,0,2,12
0,0,2,1,0,1,2,4,0,1,3,1,1,1,0,0,1,1,0,1,1,1,1,3,2,2,0,0,0,2,7
0,0,2,1,1,1,2,2,3,2,0,1,1,1,0,1,1,1,0,1,1,1,1,3,3,3,1,2,4,6,9
0,0,3,0,0,0,3,2,2,3,1,1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,4,33,7
0,1,3,1,0,1,4,4,4,3,1,1,1,0,0,0,0,1,1,1,1,1,0,2,1,3,0,3,2,22,6
0,0,3,1,0,1,4,4,1,1,3,0,0,1,1,1,1,0,1,1,1,1,1,1,3,3,0,0,3,15,6
0,1,3,1,1,1,4,3,4,3,0,1,1,0,0,0,0,1,1,1,1,1,0,3,1,2,0,1,0,8,7
0,1,2,1,1,0,4,1,3,2,1,1,1,0,0,0,0,1,1,1,1,1,1,3,4,3,1,3,4,28,5
0,1,2,1,1,0,3,2,4,3,1,1,0,0,1,0,0,0,0,1,1,1,0,3,3,3,2,3,2,19,8
0,0,3,0,1,1,1,1,0,2,3,1,1,3,0,0,1,1,1,1,1,0,0,4,1,1,0,0,2,1,9
0,0,3,1,0,1,1,1,2,2,1,1,1,1,0,1,0,0,1,1,1,1,0,4,3,3,0,0,3,4,5
0,0,2,1,0,1,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,1,0,4,3,4,0,1,4,4,7
0,1,2,1,0,1,1,1,2,2,3,0,0,1,0,0,0,1,0,0,1,1,0,3,2,2,0,1,3,2,9
0,0,3,1,0,1,2,2,0,0,2,1,0,2,0,0,1,1,0,1,1,1,0,3,2,2,0,1,1,5,15
0,0,2,1,0,1,1,1,3,4,3,1,0,2,0,0,1,1,0,1,1,1,0,3,2,2,0,0,2,6,10
0,1,3,1,0,1,2,1,3,3,3,1,0,2,0,0,0,1,1,1,1,1,0,3,1,3,0,2,1,6,12
0,1,3,1,1,0,4,4,4,4,3,1,0,1,0,0,1,1,1,1,1,1,0,4,3,2,0,0,1,9,12
0,1,3,1,0,1,4,2,4,2,1,1,0,1,0,0,1,1,1,1,1,1,1,3,2,1,0,3,4,11,9
0,0,2,1,0,1,4,3,1,3,3,1,0,2,0,0,1,1,0,1,1,1,0,3,1,1,0,1,2,0,12
0,0,3,1,1,1,2,1,3,0,3,1,0,1,1,0,0,0,0,1,1,1,1,4,3,2,0,0,4,12,9
0,0,2,0,1,1,3,1,3,2,3,1,1,3,0,0,1,1,0,1,1,0,0,2,0,1,0,0,2,6,15
0,1,3,0,1,1,3,2,3,2,3,1,1,2,0,0,1,1,1,1,1,1,0,4,3,1,0,0,3,8,11
0,1,2,1,0,1,3,3,1,2,1,1,0,0,0,0,1,1,0,1,1,1,0,3,3,2,0,2,4,4,11
0,0,4,1,0,1,4,4,1,2,3,2,1,1,0,0,1,1,1,1,1,1,0,1,2,3,1,2,1,0,7
0,0,3,1,1,1,4,3,2,2,1,2,1,1,0,0,1,1,0,1,1,1,1,3,3,4,0,1,1,10,7
0,0,3,1,0,1,4,3,2,2,3,0,0,3,0,0,1,1,0,1,1,1,0,3,2,2,0,0,2,0,11
0,1,3,1,1,1,4,4,4,4,1,1,0,0,0,0,1,1,0,1,1,1,1,0,3,1,1,1,0,5,13
0,0,3,1,1,0,4,4,1,2,1,1,0,1,0,0,1,0,0,1,1,1,1,3,1,3,0,0,3,14,9
0,1,2,1,1,1,4,4,2,4,1,0,1,0,0,0,0,1,0,1,1,1,0,3,0,0,1,1,4,0,8
0,0,2,1,0,1,4,2,2,2,3,1,1,2,0,0,1,1,0,1,1,1,0,3,2,2,0,0,2,0,12
0,0,2,1,0,1,3,2,1,1,3,0,0,3,0,0,1,1,1,0,1,1,0,4,1,1,0,1,4,0,14
0,1,4,1,0,1,3,3,2,2,1,2,0,1,1,0,1,0,1,1,1,1,1,3,3,3,0,0,2,20,12
0,0,3,1,0,1,2,4,3,0,3,2,0,1,1,0,1,1,1,1,1,1,0,3,3,2,0,0,2,8,11
0,1,5,1,0,0,3,2,3,2,0,2,0,0,0,0,0,0,1,1,1,0,0,4,4,2,0,0,4,0,14
0,1,4,1,0,1,4,4,4,3,3,2,1,0,1,0,1,1,0,1,1,1,1,3,2,3,0,0,3,29,5
0,1,4,0,0,1,3,3,2,3,3,0,0,1,1,0,0,0,1,1,1,0,1,3,4,2,0,1,4,0,12
0,0,4,1,1,1,1,1,0,2,3,2,0,1,1,1,1,0,1,0,1,1,0,3,3,2,0,2,2,18,9
0,0,4,1,1,1,1,2,3,3,1,2,0,1,1,0,0,0,1,0,1,0,1,3,1,3,1,1,2,0,6
0,0,4,1,0,1,2,1,0,2,2,2,2,1,0,0,1,0,0,1,0,1,1,2,3,0,0,0,1,20,11
0,1,4,1,0,1,1,2,2,3,0,2,0,1,1,0,0,0,0,0,1,1,0,3,4,1,1,1,3,3,10
0,0,4,1,1,1,3,2,3,2,3,2,1,1,1,0,1,1,0,0,1,1,1,3,1,1,0,1,0,22,10
0,0,4,1,0,1,1,1,0,1,1,2,0,2,2,0,0,0,0,0,1,1,1,3,0,1,0,0,2,14,12
0,0,4,0,0,1,2,3,2,2,3,2,0,2,1,0,0,0,0,1,1,1,1,3,0,1,0,0,2,30,10
0,0,3,1,0,1,2,1,3,2,0,1,1,1,0,0,1,1,1,1,1,1,0,4,2,2,0,1,0,0,5
0,0,3,1,0,1,4,3,2,2,0,1,0,2,0,0,1,1,1,1,1,1,1,3,2,3,0,0,4,9,6
0,0,2,0,0,1,3,4,0,3,0,0,0,2,0,0,1,1,1,0,1,1,0,3,2,3,1,4,4,0,8
0,0,3,1,0,1,4,4,4,2,0,1,0,1,0,0,1,1,0,1,1,1,0,3,3,3,2,2,4,2,8
0,0,2,1,0,0,4,3,3,3,0,1,0,1,0,0,1,1,0,1,1,1,1,4,1,1,0,1,4,23,10
0,0,2,1,0,1,2,2,2,2,0,1,0,1,0,0,1,0,0,1,1,0,1,3,1,1,0,0,2,12,8
0,0,2,0,1,1,2,2,3,3,0,1,0,2,0,0,1,1,1,1,1,1,0,2,2,1,1,1,2,3,8
0,0,2,1,0,1,3,1,3,3,0,0,0,2,0,0,1,0,0,0,1,1,0,2,3,2,1,2,4,1,9
0,0,2,1,1,1,0,2,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,2,2,2,1,2,1,0,13
0,1,3,1,0,1,4,4,2,2,0,1,0,2,0,0,0,0,1,1,1,1,0,3,2,2,1,1,2,3,6
0,1,2,1,0,1,3,3,2,3,3,1,0,0,0,0,0,0,1,0,1,1,0,3,2,4,2,4,4,3,11
0,1,2,0,0,1,2,2,3,2,0,1,3,0,0,0,1,0,0,1,1,1,0,3,3,4,4,4,3,8,8
0,0,2,1,0,1,4,4,4,3,0,1,0,2,0,0,1,1,1,1,1,1,0,4,3,3,0,2,3,7,7
0,0,2,1,0,1,4,4,4,4,0,1,1,2,0,0,1,1,0,0,1,1,1,3,2,2,0,1,3,4,11
0,1,3,1,1,1,2,2,2,2,0,1,0,3,0,0,1,0,1,1,1,1,0,3,4,4,1,3,4,2,6
0,0,2,0,0,1,2,4,0,2,0,0,0,2,0,0,1,0,0,1,1,1,1,3,3,2,0,0,4,7,9
0,0,3,1,0,1,3,3,3,3,1,1,0,1,0,0,0,0,1,1,1,1,0,4,2,3,0,0,3,0,4
0,0,3,1,1,1,2,2,2,2,1,2,0,1,0,0,0,0,1,0,1,1,1,3,2,2,0,0,1,0,5
0,0,3,0,0,1,2,2,0,2,0,1,1,3,0,0,0,0,1,1,1,0,0,3,3,3,0,0,3,0,7
0,0,2,1,0,1,3,4,3,2,0,1,0,2,0,0,0,0,0,1,1,1,0,3,3,4,0,2,4,16,13
0,0,4,0,0,0,3,1,3,0,1,2,0,2,1,0,0,1,0,1,1,0,0,4,3,2,0,1,4,12,11
0,0,2,1,0,1,3,2,2,2,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,1,1,2,1,0,4
0,0,3,1,1,1,3,3,3,3,1,1,0,3,0,0,1,0,0,1,1,1,0,4,2,2,0,0,0,7,13
0,0,2,0,0,0,3,2,2,2,1,1,0,1,0,0,1,1,0,1,1,1,0,3,2,2,1,2,1,4,6
0,0,4,1,0,1,2,1,3,3,1,2,0,2,1,0,0,1,1,1,1,1,1,3,2,3,0,2,2,4,8
0,1,3,1,0,1,4,4,4,3,1,0,0,1,1,0,1,0,1,1,1,1,0,3,2,2,1,1,1,0,7
0,1,3,1,1,1,3,4,3,2,1,1,0,1,0,0,0,0,1,1,1,1,1,3,2,2,0,2,4,11,13
0,0,2,1,0,0,2,2,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,2,2,0,0,1,3,0,6
0,0,3,1,0,1,2,3,0,2,0,1,0,2,0,0,1,0,0,1,1,1,0,3,2,2,0,1,2,4,8
0,0,3,1,0,1,3,2,2,3,2,1,0,2,0,0,0,0,0,1,1,1,1,4,3,2,1,2,0,7,10
0,1,3,0,0,1,4,3,4,3,0,1,0,2,0,0,0,0,0,1,1,1,1,4,2,1,0,1,3,9,13
0,1,3,1,0,1,4,3,4,2,0,1,0,2,0,0,1,1,0,1,1,1,1,4,3,4,1,2,4,0,7
0,0,2,1,0,1,4,3,1,2,3,1,0,2,0,0,1,1,1,1,1,1,1,3,3,2,0,2,3,0,10
1,1,3,0,0,1,3,2,2,2,0,1,1,0,1,0,1,0,0,0,1,1,0,1,4,4,4,4,4,10,8
1,1,4,0,0,1,1,1,2,3,1,2,2,1,3,0,0,0,0,1,1,1,0,4,3,3,2,2,1,8,5
1,1,2,1,0,1,3,3,1,2,0,1,1,1,0,0,1,1,0,1,1,1,0,3,4,3,1,2,2,2,10
1,1,3,1,1,1,1,3,0,3,0,1,0,0,1,0,0,0,0,1,0,1,1,3,2,2,1,2,2,7,5
1,1,4,0,0,1,1,1,2,2,1,2,2,0,1,0,1,0,0,1,1,1,0,3,3,3,2,2,4,4,5
1,1,2,0,0,1,4,3,3,2,1,1,1,1,0,0,1,1,1,0,1,1,1,3,4,4,0,2,1,4,10
1,0,3,1,0,1,3,3,3,3,0,0,0,1,0,0,1,0,0,1,1,0,1,4,2,3,0,0,4,0,7
1,0,2,0,0,1,4,4,4,3,2,0,1,1,0,0,1,1,1,1,1,1,0,3,2,2,0,1,4,4,9
1,0,2,1,1,0,3,2,3,2,3,1,1,1,0,0,0,0,0,1,1,0,1,0,1,2,0,1,4,2,9
1,1,3,1,1,1,1,1,2,3,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,0,1,2,4,7
1,0,3,1,1,1,1,1,0,3,0,0,1,2,0,0,0,0,0,1,1,1,0,4,2,1,0,0,3,0,15
1,0,3,0,1,0,1,4,0,2,0,1,2,1,0,0,0,0,0,1,1,0,1,3,2,3,0,3,4,0,10
1,1,3,0,1,1,1,1,0,2,2,1,1,1,1,0,0,0,1,0,0,0,0,3,3,2,1,2,4,2,10
1,0,3,1,0,1,3,3,3,3,2,1,1,1,0,0,1,0,0,1,1,1,1,3,2,1,0,2,2,0,8
1,0,2,1,1,1,4,4,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,3,0,0,0,0,13
1,0,2,0,0,1,1,2,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,0,1,2,0,9
1,1,3,0,0,1,1,3,0,2,0,1,1,1,0,0,1,1,0,1,1,0,0,2,2,3,1,3,2,4,7
1,1,3,1,1,1,4,4,4,3,2,1,1,2,0,0,0,1,0,1,1,1,1,3,1,1,1,1,4,0,10
1,0,2,0,0,1,1,1,2,3,3,1,2,0,1,0,1,1,0,1,1,1,1,4,1,0,0,1,0,0,4
1,0,3,1,0,1,2,3,0,3,0,0,1,0,0,0,1,1,0,1,1,1,1,4,1,2,0,1,3,0,8
1,0,3,0,0,1,4,4,2,4,2,0,2,1,0,0,1,1,0,0,1,1,1,2,1,1,3,1,4,10,11
1,0,4,1,1,1,3,2,3,3,1,2,1,1,2,0,0,0,1,1,1,0,1,2,1,1,0,0,2,4,4
1,1,3,0,1,1,1,2,0,3,2,0,2,0,0,0,1,1,1,1,0,1,1,3,2,2,1,2,2,3,11
1,0,2,1,0,1,2,2,2,0,1,1,0,2,0,0,0,0,1,1,1,0,1,2,3,2,0,0,2,8,10
1,0,2,0,0,1,1,2,2,2,0,1,0,0,0,0,0,0,1,1,1,1,0,2,4,4,0,2,0,14,3
1,0,3,0,1,1,4,4,2,2,3,1,1,2,0,0,0,0,0,1,1,1,0,4,3,3,0,0,0,0,16
1,0,3,0,0,1,1,1,2,2,1,1,3,2,0,0,0,0,0,1,1,1,0,3,2,1,0,1,3,2,5
1,0,5,1,0,1,4,2,1,2,0,2,1,2,2,0,1,1,0,0,1,1,1,4,3,2,0,0,2,4,12
1,0,3,0,1,1,4,4,4,3,0,1,0,1,0,0,0,1,1,1,1,1,0,4,3,2,2,3,1,4,5
1,0,3,1,0,1,3,3,2,2,1,1,0,1,0,0,0,1,0,1,1,1,1,3,0,2,0,1,0,0,12
1,0,2,0,0,1,3,1,0,2,3,1,0,1,0,0,1,1,1,0,1,1,0,3,4,3,1,2,0,17,7
1,1,3,1,0,1,4,4,4,4,1,0,0,1,0,0,0,1,1,0,1,1,0,2,1,3,0,3,1,4,12
1,1,3,0,0,1,2,1,2,2,2,1,1,0,0,0,0,0,1,0,1,1,1,3,3,2,0,2,4,5,4
1,1,2,1,0,1,2,3,2,3,1,0,1,1,0,0,0,0,1,1,1,1,0,3,3,2,0,0,2,2,8
1,1,4,0,0,1,1,1,2,3,2,1,1,0,1,0,0,0,0,1,1,0,0,3,2,1,0,2,4,0,3
1,1,3,0,0,1,4,2,2,2,1,0,1,0,1,0,0,1,0,1,1,0,0,4,3,2,3,2,2,14,3
1,0,3,0,0,1,2,2,0,2,2,1,1,2,0,0,0,1,0,1,1,0,0,4,2,2,0,2,3,2,7
1,0,3,0,0,1,4,4,4,0,3,1,2,0,0,0,1,1,1,1,1,1,1,3,3,2,1,1,4,7,3
1,0,4,0,0,1,2,3,3,2,0,1,0,2,1,0,0,0,1,0,1,1,0,4,3,1,0,1,4,0,4
1,0,3,1,1,1,3,1,4,3,0,1,0,1,0,0,1,1,0,1,1,1,0,3,2,3,0,0,0,0,4
1,0,3,1,0,1,1,1,2,2,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,3
1,1,5,1,1,0,2,2,3,3,0,2,0,1,2,0,1,1,0,1,1,0,0,4,4,3,3,4,3,11,6
1,1,2,1,1,1,3,1,3,3,0,1,1,0,0,0,0,0,0,0,1,1,0,1,3,4,2,3,1,3,11
1,1,6,0,0,1,1,1,2,2,0,2,0,0,3,0,0,0,0,0,1,0,0,4,4,2,2,2,2,3,7
1,1,3,0,1,1,3,2,3,2,0,1,2,0,0,0,0,0,0,0,1,1,0,3,3,0,2,3,4,0,8
1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,2,2,2,4,5,5
