NewsML,Labels
"Rupert Murdoch's global media group News Corp Ltd reported a lower than expected first half profit on Thursday, but later told analysts it remained confident of a 20 percent profit boost for the full year. News said strong earnings from the hit alien movie Independence Day and buoyant U.K. newspaper sales helped drive up net profits before abnormals 10.3 percent to A$731 million. But this was below analysts' expectations of a pre-abnormals net profit for the half of A$735 million to A$775 million.   ""Everyone's a bit disappointed,"" said one senior Sydney analyst who asked not to be named. Andrew Sekely, the head of equities at broker Intersuisse, described the result as moderate. ""It certainly wasn't a startingly good result. The market has made its judgment,"" he said. News' shares fell 16 cents to A$6.60 in the hours after the result. ""It's about A$20 million less than what the market would have liked and to still reach that (20 percent profit growth) outlook, it's got to make up the difference in the second half,"" the Sydney analyst said.   News had said in August last year when it posted a A$1.26 billion net profit for the year to June 30, 1996 that it expected strong movie and television revenues to increase profits by at least 20 percent in 1996/97. Murdoch repeated the forecast in October, but the group has been publicly tight-lipped about it since then and its first quarter results were also lower than expected. However News reassured the analysts in a teleconference briefing after the first half result, saying that it was still on track for the 20 percent profit growth. The profit forecast was not in the formal release.   ""They did say that they're still on track for the 20 percent growth,"" another Sydney media analyst said after the morning teleconference briefing between company officials and U.S. and Australian analysts. Analysts said News Corp officials were bullish about catching up in the second half and had pointed to the continued strong outlook for movies, U.S. television and newspapers. Operating income from News' Fox Filmed Entertainment unit surged to A$202 million for the first half from A$84 million a year earlier, due largely to Independence Day.   ""U.S. results were led by Fox Filmed Entertainment which posted a 154 percent gain in operating profits reflecting the continued success of Independence Day,"" News Corp said. Analysts said the re-release of Star Wars, among others, would help further boost movie revenues in the second half. ""It's pure profit in the second half, whereas they had costs to write off in the first half,"" said another analyst. Strong revenues from News' Fox television network and its Fox stations would also help second half profits. ""They did very well over the Super Bowl and they've got a new hit with King of the Hill,"" said an analyst.   U.K. newspapers would again perform well in the second half, analysts said. British newspaper profits rose 18 percent in the first half, with gains in circulation revenues at The Sun, the Times and The Sunday Times. ""All of the company's newspapers have maintained their dominant position in each of their respective markets, despite cover price increases instituted during the quarter at both The Sun and The Times,"" News said. News said losses at its burgeoning Asian satellite broadcaster Star TV were in line with expectations but no figures were released. -- Sydney Newsroom 61-2 373-1800 ",BernardHickey
"Most banks in the U.S. Midwest are expected to post third quarter earnings gains of 10 percent or more as the strong economy continues to generate loan growth, cost-cutting programs show results and credit quality remains reasonably sound. ""It looks like credit quality trends should hold up very well,"" said Michael Ancell, banking analyst at Edward D. Jones. He expects the banks he follows to have average earnings gains of 11 percent.   For most of the year, analysts who follow banks have been waiting to see deterioration in credit quality, especially in credit card loans. But while some banks, like First Chicago NBD, showed a higher charge-off rate in credit card receivables in the second quarter, a wider wave of loan quality problems has yet to appear, analysts said. ""I don't see large increases in (loan loss) provision,"" said James Schutz, banking analyst at Chicago Corp.   Many banks have also been aggressively cutting costs, which should help third quarter results. Analysts pointed to Milwaukee-based Firstar Corp as one bank that could benefit from an aggressive cost-cutting plan. Others point to banks that have been generating fee revenue, such as Northern Trust Corp and Norwest Corp, as also primed for strong gains.   ""Most people are working very hard at expense controls,"" said Thomas Maier, banking analyst at EVEREN Securities. ""I'm more in mind at looking more favorably at those banks that are strong revenue growers. Ultimately, you've got to sell product, in any business."" Another factor helping gains in earnings per share is stock buyback programs, with many banks aggressively repurchasing their stock. First Bank System Inc, which announced a plan earlier this year to repurchase 25 million shares, was seen by analysts as one of the most aggressive on this front.   Meanwhile, analysts said the 10 percent pace of earnings gains should continue into next year. ""Even though the credit quality cycle is not getting any better, it certainly is not getting any worse at any kind of a rapid pace,"" said Ben Crabtree, analyst at Dain Bosworth. Following are third quarter earnings estimates and actual earnings reported a year earlier, according to First Call: BANK				1996		    1995 ----			     ----		    ---- Banc One Corp		   $0.82		   $0.75 Boatmen's Bancshares Inc   $0.94		   $0.86 Commerce Bancshares Inc    $0.81		   $0.72 Fifth Third Bancorp	  $0.83		   $0.73 Firstar Corp		    $1.00		   $0.88 First Bank System	     $1.21		   $1.06 First Chicago NBD	     $1.09		   $1.06 KeyCorp			   $0.95		   $0.90 Marshall and Ilsley Corp   $0.52		   $0.48 Mercantile Bancorp Inc	$0.98		   $1.02 Northern Trust		 $1.12		   $0.98 Norwest			   $0.79		   $0.69 --Reuters Chicago newsdesk, 312-408-8787 ",BradDorfman
"Caterpillar Inc., the world's largest construction and mining equipment maker, Tuesday reported record third-quarter profits of $310 million, up 45 percent from $213 million a year ago. Sales jumped to $4.03 billion from $3.73 billion, while earnings per share rose 50 percent to $1.61 from $1.07. The results exceeded expectations on Wall Street and Caterpillar stock jumped $2.50 to $76.625 on the New York Stock Exchange. Analysts had forecast profits of $1.34 a share, according to First Call, which tracks earnings estimates. For the first nine months of 1997, sales were $12.06 billion, up slightly from $11.86 billion a year ago, while profit surged to $980 million from $836 million. ""There really wasn't much of a sales increase but there was a tremendous bottom-line increase,"" Caterpillar Chief Financial Officer Douglas Oberhelman said in a telephone interview. Most of the earnings gain was due to improved operations, though some was currency related, he said. Profit margins rose to 25 percent in the quarter from 19 percent a year ago, primarily due to higher prices, stronger volume and the effects of a stronger U.S. dollar, Caterpillar said. Price gains were seen equally inside and outside the United States, Oberhelman said. Continuing improvements in manufacturing and essentially flat material costs also helped boost profits but were partly offset by an unfavourable product sales mix, the heavy equipment maker said. The sales mix in the quarter shifted more toward lower margin smaller machines, Oberhelman said, but he added that this mix shifts month-to-month and quarter-to-quarter. ""The thing that's encouraging is the gross margins remain strong,"" said Lisa Shalett, analyst at Sanford C. Bernstein &amp; Co., Inc. ""It looks like the productivity gains they talked about in the second quarter are continuing"" Higher machine sales in the United States accounted for most of a 5 percent increase in sales volume in the quarter, Caterpillar said. But deliveries to U.S. dealer rental fleets fell from a year ago as rental inventories remained high, the company said. Machine sales in Europe fell due to declines in Germany and France, where the contruction sector remains weak, the company said. Sales in China, Japan, Australia and Latin America were up, while sales in Canada were unchanged and sales fell in the former Soviet Union. The company also said it expected 1997 sales to be up slightly from an expected record in 1996, while it expects 1996 profits to exceed the $1.14 billion reported in 1995. The current record for sales is $16.07 billion, set in 1995. ""Our preliminary outlook for 1997 is to slightly surpass the record levels achieved in 1996,"" Chairman Donald Fites said in a statement. ""We continue to see opportunities for solid growth in the vast majority of the global markets we serve, particularly in the fast-growing developing nations where infrastructure needs are greatest,"" Fites said. Higher industrial demand in developing regions, Canada and Australia are expected to offset slightly lower demand in the United States, Europe and Japan, the Peoria, Ill.-based company said. ""The outlook statement surprised me on two levels,"" Shalett said. ""It talked about slightly higher sales but not higher profit. I thought that was deliberate."" She also said that while sales gains outside the United States, Europe and Japan are expected to offset lower demand in those areas, ""it's not clear to us that it makes up for (those areas) on the profit side."" ",BradDorfman
"Struggling to stay on course away from its troubled past, Trans World Airlines Inc. now must find a new chief executive to take the helm of the troubled carrier. How quickly it can find an experienced airline executive for the job will determine whether it stays on course or runs into more financial trouble, industry analysts said. The St. Louis-based airline said on Thursday that Chief Executive Officer Jeffrey Erickson, who has headed the company for the past two years, will leave in January. ""The last thing that the company needs now is more management turmoil,"" said one analyst, who declined to be identified. ""It doesn't have a strong or stable enough footing to deal with this kind of stuff."" Erickson's departure comes just four months after Chief Financial Officer Robert Peiser left the company. At the time, TWA said Peiser's decision to leave was over differences in management direction. ""They're going to have to regain the confidence of Wall Street,"" said William Fiala, who follows the airline industry for Edward D. Jones &amp; Co., which is based in TWA's hometown. ""The only way they're going to do that is by coming up with a leader that's a proven turnaround (manager), or well-respected in the industry."" Erickson, who became chief executive officer in August 1994, brought the airline through its second bankruptcy reorganization and back to where it was buying new aircraft. But the turnaround is not finished, and higher fuel costs and the July 17 crash of Paris-bound Flight 800, which hurt confidence in the carrier and therefore its sales, have stalled the company's improvement. ""Erickson was the one who really steered them through the first half of the turnaround, but they still have a way to go,"" Fiala said. The company on Thursday reported a $14.3 million third-quarter loss and said its yield, a measure of fares, fell in the quarter. ""I don't know specifically the reason he chose to depart now,"" said Don Jacobs, chairman of the TWA Master Executive Council of the Airline Pilots Associaition. ""I think it's probably an impact of the third quarter financials and Flight 800."" TWA's unions have four seats on the company's board of directors and will play a part in choosing a successor for Erickson, Jacobs said, though he could not suggest possible replacements. ""We would expect that the board would replace Jeff with a top-notch airline manager,"" he said. ""As both employees and the stockholders in the company, we will be concerned and involved in that."" Industry experts said TWA's board of directors might have become impatient with the pace of the turnaround after seeing the third-quarter results. But they also quickly defended Erickson's record at the company. ""When you see what TWA was three years ago and what it is now, it's a world of difference,"" said Michael Boyd, president of Aviation Systems Research Corp., a research and consulting firm  in Golden, Colo. Calls to Erickson at TWA's offices Friday were transferred to a public relations office, which said he was unavailable for comment. TWA Chairman Thomas Meagher did not return calls. Analysts said TWA's board would need to move quickly and that the next chief executive would need a good degree of independence from the board. ""Whatever they do to replace Erickson, they need a hands-on manager, not a messiah,"" Boyd said. ""In a situation like this, you have to have free reign. You can't have people behind you second-guessing every one of your moves."" Boyd said several managers at United Airlines might be interested in the job. He also suggested that former Alaska Air Group Chief Executive Raymond Vecci could be a candidate. Earlier this year, Erickson, who was criticized by families of the Flight 800 victims for the company's response to the crash, told students at Washington University in St. Louis that the aftermath of the crash was draining, said Stuart Greenbaum, dean of the university's business school. ""I can't help believing the crash just took a lot out of Jeff,"" said Greenbaum, who said he is a friend of Erickson's. ""That was so difficult for him, as it would be for any human being, to try to represent the company to the world"" after the tragedy, in which 230 died. ",BradDorfman
"Struggling to stay on course away from its troubled past, Trans World Airlines Inc. now must find a new chief executive to take the helm of the troubled carrier. How quickly it can find an experienced airline executive for the job will determine whether it stays on course or runs into more financial trouble, industry analysts said. The St. Louis-based airline said on Thursday that Chief Executive Officer Jeffrey Erickson, who has headed the company for the past two years, will leave in January. ""The last thing that the company needs now is more management turmoil,"" said one analyst, who declined to be identified. ""It doesn't have a strong or stable enough footing to deal with this kind of stuff."" Erickson's departure comes just four months after Chief Financial Officer Robert Peiser left the company. At the time, TWA said Peiser's decision to leave was over differences in management direction. ""They're going to have to regain the confidence of Wall Street,"" said William Fiala, who follows the airline industry for Edward D. Jones &amp; Co., which is based in TWA's hometown. ""The only way they're going to do that is by coming up with a leader that's a proven turnaround (manager), or well-respected in the industry."" Erickson, who became chief executive officer in August 1994, brought the airline through a bankruptcy reorganization and back to where it was buying new aircraft. But the turnaround is not finished, and higher fuel costs and the July 17 crash of flight 800, which hurt confidence in the carrier and therefore its sales, have stalled the company's improvement. ""Erickson was the one who really steered them through the first half of the turnaround, but they still have a way to go,"" Fiala said. The company on Thursday reported a $14.3 million third-quarter loss and said its yield, a measure of fares, fell in the quarter. Industry experts said TWA's board of directors might have become impatient with the pace of the turnaround after seeing the third-quarter results. But they also quickly defended Erickson's record at the company. ""When you see what TWA was three years ago and what it is now, it's a world of difference,"" said Michael Boyd, president of Aviation Systems Research Corp., a research and consulting firm  in Golden, Colo. ""I do not see anything you can ascribe to Jeffrey Erickson that occurred in the third quarter. I don't see any decision made by Jeffrey Erickson that messed up the airline."" Calls to Erickson at TWA's offices Friday were transferred to a public relations office, which said he was unavailable for comment. TWA Chairman Thomas Meagher did not return telephone calls. Analysts said TWA's board would need to move quickly and that the next chief executive would need a good degree of independence from the board. ""Whatever they do to replace Erickson, they need a hands-on manager, not a messiah,"" the consultant Boyd said. ""In a situation like this, you have to have free reign. You can't have people behind you second-guessing every one of your moves."" Boyd said several managers at United Airlines might be interested in the job. He also suggested that former Alaska Air Group Chief Executive Raymond Vecci could be a candidate. Earlier this year, Erickson, who was criticised by families of the flight 800 victims for the company's response to the crash, told students at Washington University in St. Louis that the aftermath of the crash was draining, said Stuart Greenbaum, dean of the university's business school. ""I can't help believing the crash just took a lot out of Jeff,"" said Greenbaum, who said he is a friend of Erickson's. ""That was so difficult for him, as it would be for any human being, to try to represent the company to the world"" after the tragedy, in which 230 died. ",BradDorfman
"Mercantile Bancorp Inc said Monday it could still make other acquisitions while it is completing its $855 million merger with Mark Twain Bancshares Inc. ""While this will be an active project for us beginning today, it doesn't mean that we don't have additional capacity to continue,"" John Beirise, Mercantile's group president in charge of mergers and acquisitions, said in an interview. Beirise noted that not all of Mercantile will be involved in the acquisition of St. Louis-based Mark Twain, so acquisitions in other geographic locations might be possible. He also said Mercantile has been an active acquirer, and so is adept at assimilating mergers. St. Louis-based Mercantile, with $18.2 billion in assets, currently has four mergers pending. The Mark Twain deal, announced Monday and expected to close in the second quarter of 1997, is an exchange of shares valued at $49.62 per Mark Twain share, based on Friday's closing price, the banks said.   That works out to 2.8 times Mark Twain's book value, a price Beirise conceded was lofty for banks in general. ""In general it is, yes, but not many banks earn 1.8 (return) on assets,"" he said. Mark Twain reported return on average assets of 1.82 percent in the third quarter, well above average for Midwest banks. Beirise said Mercantile was not considering its potential as a takeover target when it made the deal to acquire Mark Twain. Mercantile, the second largest bank holding company in Missouri behind Boatmen's Bancshares Inc, has been mentioned by analysts as an acquisition target for banks trying to expand their Midwest presence. Boatmen's agreed in August to be acquired by NationsBank Corp. Beirise said as long as the bank delivered value for shareholders, it would be a difficult takeover target. ""Someone would have to make the case that we're not doing the job,"" Beirise said. ""We think as long as we're doing the job, we are the best value for our shareholders."" --Reuters Chicago newsdesk, 312-408-8787 ",BradDorfman
"Mercantile Bancorp Inc would likely remain a potential target in the Missouri bank merger wave after its planned combination with Mark Twain Bancshares Inc. ""This certainly doesn't mean that Mercantile is no longer a buyout candidate,"" said Michael Ancell, analyst at Edward D. Jones &amp; Co. ""It's clear that the bank merger wave has rolled into St. Louis and it's turning into a tsunami.""   As the largest bank holding company in Missouri behind Boatmen's Bancshares Inc, Mercantile is seen by analysts as attractive to banks looking to establish a presence in the lower Midwest. In August, NationsBank Corp agreed to buy Boatmen's Bancshares Inc for $9.5 billion. That deal valued Boatmen's at a pricey 2.7 times book value, analysts said. Mercantile's deal values Mark Twain at about 2.8 times book value, analysts said. The pooling of interests deal is worth $49.62 a share to Mark Twain shareholders, based on Friday's closing price, the banks said.   The St. Louis-based bank holding companies would have a combined total of $21.3 billion in assets. ""It's a pretty pricey transaction,"" said James Schutz, banking analyst at Chicago Corp. ""Mark Twain is a very profitable and a very attractive franchise."" Mark Twain reported return on average assets of 1.82 percent in the third quarter and return on average realized common equity of 18.49 percent, putting it in the upper echelon of Midwest banks, analysts said.   ""It's an in-market deal, which allows for a tremendous ammount of efficiencies, which is good for Mercantile,"" said Joseph Steiven, analyst at Stifel Nicolaus. ""They're paying full-boat prices, but they're getting an excellent company."" But Schutz noted that Mark Twain already operates efficiently, and questioned how much more in efficiency Mercantile could wring out of Mark Twain. ""The question I would ask is how is Mercantile going to earn back this premium they're paying,"" Schutz said.   That question appeared to be in the market Monday, with Mercantile shares down 2-3/8 at 49-3/4 and Mark Twain up 3-5/8 to 46. Mark Twain chief executive John Dubinsky, who is slated to become chief executive of Mercantile's St. Louis bank when the deal is completed, indicated there were not likely to be wholesale job cuts when the two banks combine. ""Between Mercantile and Mark Twain as we sit here today, there are over 200 job openings,"" Dubinsky said in an interview. ""There will be some duplications, there will be some consolidation of job functions."" But ""quality"" individuals whose jobs are eliminated because of duplication will be able to apply for other jobs, he said, noting ""I would be very surprised if there was a large number of individuals that won't be needed."" Dubinsky also would not rule out the possibility of the combined Mercantile/Mark Twain being acquired. ""Banking is changing so rapidly,"" he said. ""One couldn't make any comment with certainty about the future."" --Reuters Chicago newsdesk, 312-408-8787 ",BradDorfman
"As the world's first Internet bank, Atlanta-based Security First Network Bank has had somewhat of an identity problem with potential customers. ""We get a lot of questions,"" Chief Executive Officer James Mahan III said. ""Are you real? Are you virtual? Where are you really?"" Part consumer bank, part software testing site, Security First opened its virtual doors a year ago this month. But now Security First plans to add actual doors, opening small offices in Atlanta, Cambridge, Mass., and Silicon Valley in California. ""I think we can more effectively market if we have a physical presence,"" Mahan said in an interview. Comparing his bank to discount brokerage firm Charles Schwab &amp; Co., Mahan said having the offices may give customers a sense of security, even if they never use an office. Security First's current location is on the Internet. The bank is one of five in the United States that operates directly on the Internet, according to the Bank Administration Institute. Federally insured Security First can be accessed at Website (www.sfnb.com), which brings consumers to a home page that looks like a bank lobby. Customers can reach their account anywhere they have access to the Internet, rather than being tied to a single terminal where they have finance software, like other computer banks. ""Our goal was to have a bank that was fully interactive, where an individual could see all his information,"" Mahan said. Most Security First customers have a money market account and a demand deposit account. Customers can open a checking account with as little as $100, an amount most choose to start to make sure the bank works, Mahan said. Customers can pay bills electronically, purchase certificates of deposits or acquire a Visa card. Security First is also hoping to offer brokerage products and first and second mortgage products by the end of the year. Funds can be accessed by automatic teller machine, and Security First absorbs interbank fees for using the machines. With limited infrastructure, Security First can offer higher yields, Mahan said. The bank was offering a six-month CD with an annaul percentage yield of 5.9 percent. Security First was spawned as an idea of Mahan, who was chief executive officer at Kentucky-based Cardinal Bancshares Inc., and his sister-in-law's husband, Michael McChesney, who was starting a security software firm. ""He educated me on the Internet for years and years and years,"" Mahan said. Mahan used the charter of one of Cardinal's thrifts, changed its name to Security First and used it to start the Internet bank. McChesney's, firm, SecureWare Inc. developed software that Mahan said has military-grade security. So far, the bank has not had its security breached, Mahan said. ""That doesn't mean that there haven't been a number of sophisticated attempts,"" he said. ""If you have enough money and enough time you can break into anything."" Outsiders agree that Security First has shown a record of being secure, avoiding viruses, data theft and other potential dangers of Internet commerce. ""They do use a level of security that the Pentagon reserves for its most secure and sensistive systems,"" said Paul Schmeltzer, executive vice president for network services at Southeast Switch Inc., the corporate organisation for the Honour Network, the fourth largest ATM network in the country. ""Is any security design totally foolproof or totally secure? Probably not."" That software and others developed for the bank is likely to be the prime money maker for Security First. Mahan admits that Five Paces Inc., Security First's software unit, will be the prime contributor to the company's net income. ""The bank is really a test site to use as a demonstration for potential customers of the software business,"" said Gary Craft, an analyst who follows the bank for Alexandria, Va..-based Friedman, Billings, Ramsey &amp; Co. Security First's stock is traded on Nasdaq. Security First has opened about 5,600 accounts. Most of its customers are male, between the ages of 25 and 45, with average income above $63,000 a year. More than 80 percent own their own home, attractive demographics for marketing. Security First has also attracted competition. This month, Atlanta Internet Bank opened for business. Unlike Security First, Don Shapleigh, chief executive of Atlanta Internet, says he does not plan to open any customer offices. ""I have the WorldNet. I have other ways to get out."" Federally insured Atlanta Internet currently offers its services to subscribers of AT &amp; T's WorldNet Services. Shapleigh also argues that Atlanta Internet is the first true Internet only bank, saying that Security First is really a software company. ""I'm not selling software,"" he said. ""I'm a banker."" Atlanta Internet, which is a service provided by a unit of Carolina First Corp. can be reached on the Internet at (www.atlantabank.com). ",BradDorfman
"Caterpillar Inc. said Tuesday it is prepared to unilaterally impose employment terms, effective Oct. 1, on employees represented by the United Auto Workers after declaring an impasse in talks with the union. The impasse revolves around the firings of some union workers before and during the 17-month strike against the Peoria, Ill.-based heavy equipment maker that ended in December without a new contract. Caterpillar is willing to have firings after the strike sent to arbitration, but not those before and during the walkout. The terms Caterpillar said it will impose at its eight UAW-represented plants in the United States include a pledge not to close any faciltities except the company's York, Pa., plant through September 2001, and job guarantees through that time period. Caterpillar has 31 manufacturing plants in the United States. ""We are taking this step to provide our employees with an added sense of security about their future, while giving Caterpillar the labor costs and the flexibility we need to keep jobs in the U.S. and keep our U.S.-made products competitive around the world,"" Caterpillar Vice President Wayne Zimmerman said in a statement. Other terms include a 19 percent increase in Caterpillar's supplement of pensions for retirees until they become eligible for Social Security, an average increase of 7-1/2 percent in pensions and a doubling of potential incentive pay, Caterpillar said. Caterpillar's UAW workers have been working without a contract since 1991. A 17-month strike against the equipment maker ended in December without a resolution of contract issues. The UAW said Tuesday it does not agree that it has reached a lawful impasse with the company that makes it necessary for the terms to be put into effect. ""This tactic is yet another attempt to subvert the collective bargaining process,"" UAW Vice President Richard Shoemaker said in a statement. The union said it will pursue the appropriate legal remedies if the company takes action to implement employment conditions without the existance of an impasse. One analyst said the impasse declaration by Caterpillar appears to be genuine, not just a bargaining ploy. ""I don't think this is really a bargaining move,"" said Barry Bannister, analyst at S.G. Warburg. ""It's just an obvious impasse."" He also said he did not expect the move to affect the stock, noting that strikers returned to Caterpillar several months ago without an effect on the company's profit margins. ",BradDorfman
"Corporate financing for a downtown Detroit sports stadium complex is in place and land acquisition nearly complete, Mayor Dennis Archer said Friday. ""We believe that we are very, very close in making it happen,"" Archer said at a news conference. ""If property has to be taken, by condemnation or eminent domain, we will move in a timely manner in the manner in which it will be needed."" Legislation pending in the Michigan Legislature could help facilitate the condemnation process, Archer said.   Archer also said a deadline of 1700 EST Friday for the Detroit Tigers baseball team and Detroit Lions football team to make a commitment to the $505 million stadium complex was flexible. Lions President William Clay Ford Jr. said after the news conference that Monday was the true deadline, as Wayne County voters will have to decide Tuesday whether to approve a tax on hotels and rental cars geared at raising $80 million for the complex.   ""We can't go to the voters without this,"" Ford said after the news conference, referring to a complete accounting of land on which the complex would be built. The owner of a parcel that houses the Gem Theatre appears to be the major holdout, officials indicated. ""The one owner is a big problem at this point,"" said June West, press secretary to the Wayne County executive's office. ""There's a price issue."" The owner of the parcel, Chuck Forbes, could not be reached for comment Friday. West said stadium negotiators and Forbes were meeting Friday. ",BradDorfman
"Olympic Financial Ltd said Tuesday it could reach a deal to sell the company by October. ""I would expect that the time frame hopefully would be sometime in October,"" said Warren Kantor, chairman of Olympic's executive committee, in an interview. He was referring to the process of its investment banker Donaldson, Lufkin and Jenrette considering strategic alternatives for the Minneapolis-based automobile finance company.   Olympic said Monday it has received an indication of interest from a potential buyer. Kantor said others have also expressed interest in the company since Monday's announcement. ""Effectively, what I believe is happening is due to the public announcement, those people who would go through a longer time frame... want to be sure (they are) not left out,"" Kantor said. He would not comment on the identity of any potential suitors, but said the first contact came from a company with investment grade credit.   A combination with an investment grade company could allow Olympic greater access to capital to expand its business, Kantor said. Olympic's credit is not investment grade. Olympic needs capital to expand technology as its business expands, Kantor said. ""We think that the circumstances of the company are such that it makes sense to consider offers in order to take advantage of our rapid growth and opportunities,"" he said, noting that access to capital could especially become an issue in the event of a recession.   While capital may be harder to come by in a recession, demand for loans from Olympic's customers, who essentially need their cars to get to work, would not wane much, Kantor said. Kantor would not rule out the option of remaining independent and slowing down its growth plans, but added that it was likely the company would receive an acceptable buyout offer. ""While we think it is likely that we will get offers that are acceptable, we're not going to accept (just) anything,"" he said. Olympic's loans serviced have jumped to $3 billion at the end of June from $1.5 billion a year ago and the company is looking to further expand into a somewhat higher risk loan category it refers to as Classic, Kantor said. Those loans net 16-18 percent rates, while 80 percent of its portfolio is made up of loans at about a 12 percent rate, Kantor said, adding that Olympic wants Classic loans to make up 50 percent of the portfolio by the end of the year. Kantor would not comment on analysts' estimates ranging from $25 a share to more than $30 a share as a sale price for the company. Olympic rose 2-1/2 to 26-1/2 Tuesday. --Reuters Chicago newsdesk, 312-408-8787 ",BradDorfman
"The newly appointed chief executive officer of Meredith Corp said Monday that the company was beginning to see prices for television stations peak and come down. That could lead to Meredith making an acqusiiton sometime in 1997, said William Kerr, who is currently president and chief operating officer of the media company. ""We are hopeful that certainly in the course of the next calendar year that we would see some action,"" said Kerr, who will become chief executive January 1.   In the next few years, Meredith, which owns seven television stations could acquire about five more, he said in an interview. ""I think it may be easier in calendar 1997 than in calendar 1996 to make an attractive acquisition,"" he said, describing attractive as a VHF network affiliate in the 10th to 40th largest U.S. markets. ""We'd like a larger market, but we think it's unlikely one will become available,"" he said. The Des Moines, Iowa-based company also publishes magazines including Better Homes and Gardens and Ladies' Home Journal.   He said Meredith will not seek publishing acqusitions, he said. Instead, the company plans to launch new titles, including Family Money magazine, which is expected to be launched in the first half of 1997. Due to consolidation in the magazine business in the 1980s and early 1990s, ""we do not think there are many acquisitions"" to be made on the publishing side, he said. Kerr said he did not see another major magazine launch by the time the company's fiscal year ends next June, but said one could be launched later in the calendar year.   He would not say what the next title would be, but said it would be compatable with the publisher's family focus. Publishing currently makes up about 54 percent of Merideth's earnings, broadcasting about 43 percent, with the rest coming from licensing, Kerr said. The company currently has two licensing agreements with Wal-Mart Stores Inc, and Kerr said other agreements are possible, both with Wal-Mart and other companies. But he also said a new deal is not likely to happen for 12 to 18 months. ""I think it is unlikely that we would have a major new deal to announce in this fiscal year,"" Kerr said. On Monday, Meredith said its board of directors appointed Kerr chief exectuive officer. He had been president and chief operating officer. Kerr, 55, will replace Jack Rehm January 1, though Rehm will remain chairman until December 31, 1997, when he plans to retire, Kerr said. --Reuters Chicago newsdesk, 312-408-8787 ",BradDorfman
"McDonnell Douglas Corp. stock tumbled Monday after the Defence Department eliminated the company from the race to build a new generation fighter jet that eventually could be worth $200 billion or more. The decision was a blow to McDonnell Douglas, the nation's second-largest defence contractor and a long-time leader in fighter jets, and could force it to restructure, seek a merger or become more acquisition-minded, industry analysts said. The Pentagon on Saturday awarded four-year contracts to Boeing Co. and Lockheed Martin Corp. to develop prototype fighter jets for the early 21st century for the Air Force, Navy, Marine Corps and the British Royal Navy. British and U.S. forces have announced plans to buy 3,000 of the joint strike fighter jets, with initial delivery scheduled for 2008. With potential export sales of another 2,000 jets and additional funding for development and support, the programme could be worth $200 billion to $500 billion over the coming decades, industry executives said. McDonnell Douglas stock lost $4.25 to close at $52.50 on the New York Stock Exchange, where it was one of the biggest losers of the day. Boeing rose $1.50 to $93.25 and Lockheed Martin rose $1.875 to $95.625, also on the NYSE. John Modzelewski, an analyst at PaineWebber, said the decision could force St. Louis-based McDonnell Douglas to seek acquisitions more aggressively to help build its business, or into a merger with another defence or aerospace company. ""Everything's back on the table,"" Modzelewski said. In the past year, McDonnell Douglas has been the subject of rumoured talks with Boeing, Rockwell International Corp. and Raytheon Co.. McDonnell Douglas has declined to comment on potential mergers and acquisitions. ""We have said we will look at mergers, acquisitions and partnerships that will grow our business,"" a company spokesman said. ""This will be something of a wakeup call,"" CS First Boston analyst Peter Aseritis said. ""It's a fairly sharp and dramatic blow to McDonnell Douglas and I would venture to guess one they probably didn't see coming."" PaineWebber's Modzelewski said, ""Without having the internal growth such as joint strike fighter would give them, they're going to have to grow through acquisition."" That could include Texas Instruments Inc.'s defence electronics business, which is for sale, according to published reports. McDonnell Douglas Chief Executive Harry Stonecipher said on Saturday the loss was a surprise to the company. ""Certainly in terms of the overall future, 10 years and beyond, it is a significant programme to us,"" Stonecipher said. But in a statement to employees Monday, Stonecipher noted the company's backlog of aircraft orders to the military at home and abroad and said it was pursuing other orders. The company has a $46 billion order backlog, a spokesman said. ""This decision does not mean we are out of the military aircraft business,"" Stonecipher said. McDonnell currently builds the Air Force F-15 fighter and the Navy-Marine F-18E/F as well as the C-17 military cargo plane. Both the F-15 and the F-18 are to be replaced by the joint strike fighter in the next century. PaineWebber's Modzelewski said McDonnell Douglas was likely to participate in the new jet fighter programme as a subcontractor, as politics will force the wealth to be spread. But despite its key role providing fighter jets for decades, the based company has failed to win a major role in any of the next generation of tactical aircraft. Already the smallest of the three major commercial jet makers, McDonnell said last month it would not continue to compete against Boeing and Europe's Airbus Industrie in the market for the biggest commercial jetliners. ",BradDorfman
